html_path,html_title,md_match_count,best_score,match_type,best_md_path,best_md_title,all_matches
moral-decline\05-amish-and-case-studies\MDA-049-coherence-factory-THE-SYNTHESIS.html,The Coherence Factory | Moral Decline of America,16,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\The Coherence Factor.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Coherence-.md
moral-decline\05-amish-and-case-studies\MDA-051-korea-experiment.html,The Korea Experiment | Moral Decline of America,5,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\experiment.md,experiment,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\experiment.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\experiment.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\experiment.md
moral-decline\06-recovery-and-synthesis\index.html,Is There a Way Back? | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\06-recovery-and-synthesis\MDA-052-individual-recovery.html,Individual Recovery | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\Part_09_Individual_Recovery.md,Part_09_Individual_Recovery,80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_09_Individual_Recovery.md; 80:\\192.168.2.50\z obsidian\Production Vault\Moral_America\Part_09_Individual_Recovery.md
moral-decline\06-recovery-and-synthesis\MDA-053-the-question.html,The Question | Moral Decline of America,8,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_10_The_Question.md; 80:\\192.168.2.50\z obsidian\Production Vault\Moral_America\Part_10_The_Question.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2024-03-19_The Question of AI Consciousness and What Defines Life_0040.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2024-03-29_Contemplating the Question of AI Consciousness_0061.md; 80:\\192.168.2.50\z obsidian\Vault\Master_Equation\04_THE QUESTION CHAIN.md; 80:\\192.168.2.50\z obsidian\Vault\Master_Equation\THE QUESTION CHAIN.md
moral-decline\06-recovery-and-synthesis\MDA-054-way-back.html,The Way Back | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_10_The_Way_Back.md
moral-decline\90-appendices-and-source-packets\index.html,Appendices & Source Packets | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Appendices.md,Appendices,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Appendices.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Appendices.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Appendices.md
moral-decline\90-appendices-and-source-packets\MDA-900-appendix-original-introduction.html,Appendix: Original Introduction | Moral Decline of America,5,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Intr.md,Intr,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Intr.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Intr.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Introduction.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Intr.md
moral-decline\90-appendices-and-source-packets\MDA-901-appendix-america-index.html,Appendix: America Index | Moral Decline of America,37,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\_STAGING\_INDEX.md,_INDEX,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\_STAGING\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\index.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\MASTER_EQUATION_10_LAWS\INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Biophysics\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Complex_Systems\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Consciousness\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Historical_Docs\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Mathematics\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Philosophy_Science\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Scripture\_INDEX.md
moral-decline\90-appendices-and-source-packets\MDA-902-appendix-trans-domain-analysis.html,Appendix: Trans-Domain Analysis | Moral Decline of America,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Analysis.md,Analysis,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Analysis.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Analysis.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Analysis.md
moral-decline\90-appendices-and-source-packets\MDA-903-appendix-series-home.html,Appendix: Series Home | Moral Decline of America,1,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md,appendix,80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md
moral-decline\90-appendices-and-source-packets\MDA-904-appendix-sample.html,Appendix: Sample | Moral Decline of America,1,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md,appendix,80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md
moral-decline\90-appendices-and-source-packets\MDA-905-appendix-timeline.html,Appendix: Timeline | Moral Decline of America,8,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Time .md,Time ,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Time .md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Time.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Timeline.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Timeline.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Time .md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Time.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Timeline.md
moral-decline\90-appendices-and-source-packets\MDA-906-appendix-93-year-floor.html,Appendix: The 93-Year Floor | Moral Decline of America,6,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md,9,80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md; 80:\\192.168.2.50\z obsidian\Production Vault\08_RESEARCH_TOOLKIT\9.md
moral-decline\index.html,Moral Decline of America — Faith thru Physics,2,80,contains-title,\\192.168.2.50\z obsidian\Vault\AI-Chats History\2026-01-22_Moral decline of America_2714.md,2026-01-22_Moral decline of America_2714,80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2026-01-22_Moral decline of America_2714.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2026-01-29_Reviewing moral decline of America folder_2856.md
moral-decline\mda-01-introduction.html,Introduction & FACTS Framework — The Moral Decline of America,11,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\FRAMEWORK.md,FRAMEWORK,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\FRAMEWORK.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Framework.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Intr.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Framework.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Intr.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\FRAMEWORK.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Introduction.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Framework.md
moral-decline\mda-02-phase-transition.html,The Anatomy of a Phase Transition — The Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\mda-03-semantic-collapse.html,The Semantic Precursor — How Language Fails First | Moral Decline of America (03/10),2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\mda-04-cognitive-decline.html,The Cognitive Decline — The Great SAT Score Turnover | Moral Decline of America (04/10),2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\mda-05-spiritual-collapse.html,The Spiritual & Psychological Collapse | Moral Decline of America (05/10),7,80,contains-title,\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md,log,80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md; 80:\\192.168.2.50\z obsidian\_ _ Templeton\log.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\log.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Production VAULTS\David WIKI\log.md; 80:\\192.168.2.50\z obsidian\SynologyDrive\David WIKI\log.md
moral-decline\mda-06-signal-went-dark.html,The Signal Went Dark — Institutional Truth Collapse | Moral Decline of America (06/10),8,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Truth.md,Truth,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Truth.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Truth.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Truth.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Truth.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Truth.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Truth.md
moral-decline\mda-07-phantom-money.html,"Phantom Money, Phantom Morals — Economic Collapse | Moral Decline of America",0,,,,,
moral-decline\mda-08-observer-collapsed.html,The Observer Collapsed — Individual Identity Dissolution | Moral Decline of America,7,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Observer.md,Observer,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Observer.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Observer.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Observer.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Observer.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Observer.md
moral-decline\mda-09-amish-proof.html,The Amish Proof — A Control Group for Coherence | Moral Decline of America,15,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\mda-10-way-back.html,The Way Back — Recovery Physics | Moral Decline of America,7,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Physics.md,Physics,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Physics.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Physics.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Physics-.md
moral-decline\mda-america.html,The Moral Decline of America — Series Index | Theophysics Institute,38,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\_STAGING\_INDEX.md,_INDEX,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\_STAGING\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\index.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\MASTER_EQUATION_10_LAWS\INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Biophysics\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Complex_Systems\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Consciousness\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Historical_Docs\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Mathematics\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Philosophy_Science\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Scripture\_INDEX.md
moral-decline\mda-facts-paper.html,The Coherence Decay of American Society — FACTS Paper,17,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Coherence-.md
moral-decline\mda-of-america.html,The Moral Decline of America — A Trans-Domain Analysis,5,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Analysis.md,Analysis,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Analysis.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Analysis.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Analysis.md
moral-decline\mda-research-method.html,Research Method — The Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\mda-SAMPLE.html,The Moral Decline of America (1958–2025) — Sample,6,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md,9,80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\02.md; 80:\\192.168.2.50\z obsidian\Production Vault\08_RESEARCH_TOOLKIT\9.md
moral-decline\mda-technology-entropy-moral-decline.html,"The Entropic Society — Technology, Obsolescence, and Moral Decline",9,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Technology.md,Technology,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Technology.md; 80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md; 80:\\192.168.2.50\z obsidian\_ _ Templeton\log.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\log.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Technology.md; 80:\\192.168.2.50\z obsidian\Production VAULTS\David WIKI\log.md; 80:\\192.168.2.50\z obsidian\SynologyDrive\David WIKI\log.md
moral-decline\mda-the-biaxiosum-audit.html,The Biaxiosum Audit — The Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\mda-the-coherence-metric.html,The Coherence Metric — A Physics-Based Framework for Measuring Structural Integrity,28,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\FRAMEWORK.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Physics.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Framework.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Mea.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md
moral-decline\mda-the-empirical-evidence.html,The Empirical Evidence — The Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Evidence.md
moral-decline\mda-the-entropic-society.html,"The Entropic Society — Technology, Obsolescence, and the Devaluation of American Moral Capital",9,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Technology.md,Technology,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Technology.md; 80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md; 80:\\192.168.2.50\z obsidian\_ _ Templeton\log.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\log.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Technology.md; 80:\\192.168.2.50\z obsidian\Production VAULTS\David WIKI\log.md; 80:\\192.168.2.50\z obsidian\SynologyDrive\David WIKI\log.md
moral-decline\mda-the-great-reconfiguration.html,The Great Reconfiguration — A Century of Structural Change in American Christianity,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
